executorCores,executorMemory,executorInstances,defaultParallelism,memoryOffHeapEnabled,memoryOffHeapSize,memoryFraction,memoryStorageFraction,shuffleFileBuffer,speculation,reducerMaxSizeInFlight,shuffleSortBypassMerageThreshold,speculationInterval,speculationMultiplier,speculationQuantile,broadcastBlockSize,ioCompressionCodec,ioCompressionLz4BlockSize,ioCompressionSnappyBlockSize,kryoRederenceTracking,kryoserializerBufferMax,kryoserializerBuffer,storageMemoryMapThreshold,networkTimeout,localityWait,shuffleCompress,shuffleSpillCompress,broadcastCompress,rddCompress,serializer,PERF
14,27028,17,19,true,100,0.8692324235926715,0.8241784933931691,90,false,101,176,92,3.1686272794335064,0.28415814789830524,91,lzf,96,32,true,79,128,103,211,2,false,false,false,false,org.apache.spark.serializer.JavaSerializer,227.835
11,27685,22,23,false,33,0.8238437803776687,0.8520434443929463,23,false,112,869,98,2.710398564291618,0.5155246642960428,41,lz4,116,18,true,109,111,355,259,2,false,false,true,false,org.apache.spark.serializer.JavaSerializer,250.408
3,40185,14,40,true,57,0.7406118905090109,0.8550910442625868,89,false,127,723,18,2.1510557041310103,0.7008145353564507,77,lzf,75,113,true,56,66,85,222,9,true,false,true,true,org.apache.spark.serializer.KryoSerializer,260.779
11,28884,47,24,false,100,0.6339319553142816,0.9144763874060552,35,false,35,768,65,2.1397628958363266,0.5417376954793289,105,lz4,94,34,true,118,49,487,462,7,true,false,false,false,org.apache.spark.serializer.KryoSerializer,338.272
3,34407,44,36,false,80,0.7639226198399799,0.9310516993220784,22,true,107,359,63,3.009877403645107,0.3343792397701093,67,lzf,100,14,true,69,86,98,455,3,true,true,true,true,org.apache.spark.serializer.JavaSerializer,246.389
4,38385,14,24,false,83,0.9544756230961636,0.665662326704431,63,true,118,629,21,1.2525717319631002,0.5149986961900997,108,lz4,80,87,false,95,68,355,198,8,true,true,false,true,org.apache.spark.serializer.JavaSerializer,365.852
15,43069,38,29,false,75,0.7067069920482278,0.8685581237062684,35,true,58,749,43,2.006329525288175,0.5869979327487818,123,lz4,76,6,true,97,53,182,395,3,false,true,false,true,org.apache.spark.serializer.JavaSerializer,282.64
5,32450,38,33,false,97,0.8367982539747548,0.6467908853253155,45,true,44,751,85,2.0129417880715224,0.9586746851988672,78,lzf,97,31,false,55,87,223,439,10,true,true,true,false,org.apache.spark.serializer.JavaSerializer,193.958
12,39593,23,11,true,18,0.8672977297442578,0.6547603170147229,87,true,9,673,50,4.261282975923596,0.6002030664705462,88,lzf,90,28,true,109,73,323,113,4,true,true,false,true,org.apache.spark.serializer.KryoSerializer,183.25799999999998
13,26415,43,23,true,19,0.7554651591992404,0.7085325774252227,96,true,11,300,84,3.594956378077123,0.32042789709922265,62,lzf,99,34,true,93,81,255,331,2,true,false,false,true,org.apache.spark.serializer.KryoSerializer,218.17700000000002
3,44011,31,36,true,31,0.7229920729383953,0.862442323520733,117,false,25,941,22,1.730925439930074,0.7917641249544194,38,lz4,74,115,false,87,122,395,479,6,true,true,true,true,org.apache.spark.serializer.KryoSerializer,368.215
8,37705,25,34,true,32,0.9601307101424486,0.9437205589422859,55,false,8,672,83,3.3106904615179578,0.7429788634357645,61,lzf,69,84,true,73,67,252,369,9,true,true,true,false,org.apache.spark.serializer.JavaSerializer,225.27900000000002
9,41373,14,22,false,39,0.7220128057015355,0.8001925087846979,54,true,114,522,94,1.9347883112147044,0.4380391974041648,25,lzf,121,96,false,82,93,313,86,5,true,false,false,false,org.apache.spark.serializer.JavaSerializer,202.197
6,30260,48,33,true,76,0.7992333450635996,0.9729508428418019,32,false,110,822,24,3.031266562328556,0.5900880133485182,94,lzf,75,11,false,29,116,69,487,5,false,true,true,true,org.apache.spark.serializer.JavaSerializer,261.75
8,25639,43,43,true,34,0.8926042565035914,0.8282920831230463,52,false,37,398,29,4.683747773102919,0.32676085254357445,93,lz4,88,59,false,96,38,72,272,2,true,true,true,false,org.apache.spark.serializer.JavaSerializer,285.966
16,40923,13,32,true,40,0.6475535776504266,0.6180627327252168,115,true,75,590,74,1.7625436832719088,0.2542946643939693,86,lz4,114,13,true,93,26,191,147,3,false,true,true,true,org.apache.spark.serializer.JavaSerializer,299.514
3,36390,34,9,true,38,0.9173186781282486,0.8680893778332146,40,true,93,870,61,4.804083578053714,0.7823219667552829,19,lz4,119,107,true,17,3,384,297,10,true,true,false,true,org.apache.spark.serializer.JavaSerializer,261.063
4,26525,45,46,false,50,0.6348682192133944,0.6453278323228046,28,false,10,840,41,2.8325488654214537,0.16569479559892686,82,lzf,93,40,true,98,32,337,142,9,true,false,false,true,org.apache.spark.serializer.JavaSerializer,225.935
16,30712,23,18,true,89,0.7449315428551756,0.8859590116650966,67,false,91,991,75,1.26152423601523,0.29026496932484697,87,lz4,87,54,true,57,78,373,405,9,false,true,true,false,org.apache.spark.serializer.KryoSerializer,275.827
2,28699,17,14,false,25,0.6372976226032159,0.6398746890045581,108,true,72,666,28,2.5686362716994826,0.9936010792250688,76,lz4,82,46,true,115,14,110,357,10,true,false,true,true,org.apache.spark.serializer.KryoSerializer,305.405
10,35349,43,11,true,97,0.8506454602355077,0.9782686230325224,3,false,93,313,17,2.324648709196248,0.2154168827274085,9,lzf,100,102,false,83,73,259,301,3,false,true,false,false,org.apache.spark.serializer.KryoSerializer,241.43
6,32362,25,38,true,42,0.8758146591378784,0.6358250072499138,120,true,55,739,27,4.902218368123704,0.8478047379515736,6,lzf,83,25,true,86,127,182,193,4,false,true,false,true,org.apache.spark.serializer.JavaSerializer,269.284
4,35392,33,32,true,34,0.8716269695754626,0.6524122030357142,13,false,62,176,100,2.2566535691031344,0.42355988853164894,15,lz4,113,85,true,96,61,306,386,9,true,true,false,false,org.apache.spark.serializer.JavaSerializer,243.933
8,31693,29,16,true,13,0.8922655382391035,0.7506410056149654,127,false,9,455,64,1.641018704280354,0.538189247434286,47,lzf,76,90,false,60,22,122,157,3,true,false,false,false,org.apache.spark.serializer.JavaSerializer,194.81099999999998
12,33646,42,47,false,24,0.6351815373275363,0.704577512649139,10,false,75,908,95,4.414003537557967,0.5613023888976696,64,lz4,105,4,true,108,82,110,396,8,true,false,false,true,org.apache.spark.serializer.JavaSerializer,303.58
15,26386,15,14,true,56,0.7579820599661273,0.8674644025458347,121,false,21,267,54,3.31330134761524,0.4431081539117878,60,lz4,75,61,false,111,118,148,176,6,false,false,false,true,org.apache.spark.serializer.JavaSerializer,307.962
10,36307,47,32,false,61,0.6056340334333236,0.8241504191512002,115,true,55,357,50,2.2951648224407792,0.4614128157211901,72,lzf,83,124,true,111,48,412,472,9,false,true,true,true,org.apache.spark.serializer.KryoSerializer,278.46299999999997
4,39942,28,9,false,94,0.9463615115411079,0.9080150097552704,83,false,65,307,37,3.3623446557335868,0.9704887813542178,95,lzf,76,54,false,103,30,160,349,2,false,false,true,true,org.apache.spark.serializer.KryoSerializer,313.816
1,25600,8,8,false,38,0.531494140625,0.746826171875,32,false,10,200,13,1.384765625,0.75,4,lzf,122,32,true,64,97,362,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,214.835
1,25600,8,44,false,81,0.90545654296875,0.57708740234375,32,false,7,200,10,1.45166015625,0.75,4,lzf,80,32,true,64,64,50,100,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,151.984
11,42811,30,22,false,96,0.9911010244788836,0.7335758096670792,62,false,19,867,15,1.2548098801853125,0.4279437609178479,36,lzf,112,34,false,116,18,339,97,10,true,true,true,false,org.apache.spark.serializer.JavaSerializer,158.388
1,25600,8,8,false,10,0.9251708984375,0.5465087890625,32,false,21,200,12,1.2197265625,0.75,4,lzf,70,25,true,64,64,335,405,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,150.404
1,25600,8,8,false,13,0.9522705078125,0.5196533203125,32,false,26,200,19,2.3427734375,0.75,4,lzf,100,88,true,64,64,50,64,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,160.129
1,25600,8,8,false,61,0.9178466796875,0.5130615234375,32,false,16,739,12,1.4091796875,0.75,4,lzf,64,15,true,64,64,50,316,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,156.239
1,30253,8,8,false,88,0.903076171875,0.627685546875,32,false,30,200,13,1.505859375,0.75,61,lzf,64,32,true,64,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,201.90099999999998
2,25937,8,8,false,60,0.9364013671875,0.5384521484375,32,false,29,200,20,2.8271484375,0.75,4,lzf,74,32,true,64,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,145.566
1,25600,43,8,false,10,0.92230224609375,0.50701904296875,32,false,3,200,26,3.34521484375,0.75,37,lzf,121,32,true,64,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,155.082
1,25600,12,8,false,60,0.9364013671875,0.5384521484375,32,false,29,200,20,2.8271484375,0.75,4,lzf,64,32,true,64,64,50,101,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,150.94899999999998
3,25600,8,37,false,10,0.9478759765625,0.5377197265625,32,false,37,200,15,3.0595703125,0.75,17,lzf,64,32,true,64,64,449,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,113.08200000000001
1,26576,39,40,false,10,0.9398193359375,0.5379638671875,32,false,81,200,26,4.3076171875,0.75,4,lzf,64,32,true,64,64,50,120,3,true,true,true,true,org.apache.spark.serializer.JavaSerializer,152.484
11,27411,8,8,false,84,0.95294189453125,0.55255126953125,32,false,63,200,25,4.23779296875,0.75,4,lz4,64,32,true,64,64,50,43,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,181.84099999999998
1,26245,8,8,false,10,0.53240966796875,0.58880615234375,32,false,97,200,17,4.34716796875,0.75,22,lz4,64,32,true,64,64,487,494,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,228.178
1,25600,8,8,false,24,0.9735107421875,0.5491943359375,32,false,47,200,12,1.1025390625,0.75,67,lzf,64,32,true,64,64,413,493,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,160.819
10,27072,15,27,true,24,0.9129858492051643,0.6010901477462307,65,true,87,836,21,1.1417486937034425,0.7363886657703134,119,lzf,127,87,true,34,15,332,157,9,false,false,true,false,org.apache.spark.serializer.JavaSerializer,125.51299999999999
1,25600,8,26,false,55,0.9171142578125,0.5968017578125,32,false,52,200,17,2.0009765625,0.75,4,lz4,78,32,true,64,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,218.364
14,26190,33,36,false,88,0.9177862978871,0.6270318938413137,125,true,99,616,25,4.523925659182833,0.5281381569297815,115,lzf,70,47,true,83,38,409,461,6,false,true,false,false,org.apache.spark.serializer.KryoSerializer,127.93299999999999
9,39157,21,42,true,82,0.952423313878202,0.6060922284701963,5,false,93,379,21,3.5931566512660784,0.4712924764718238,126,lzf,123,54,true,109,10,319,392,4,false,false,true,false,org.apache.spark.serializer.KryoSerializer,159.21
8,38345,44,35,false,36,0.920331899187438,0.6165713208420286,53,true,92,226,61,1.1868342855336662,0.5419120695692995,33,lzf,74,23,false,37,52,395,182,10,true,false,false,true,org.apache.spark.serializer.KryoSerializer,136.888
8,34525,39,29,false,24,0.7664117358938463,0.6123254281782678,89,true,95,767,24,3.450323313875794,0.7217690702710631,72,lzf,97,14,true,122,22,426,429,6,false,true,false,false,org.apache.spark.serializer.JavaSerializer,124.91799999999999
10,40862,11,29,false,44,0.6873541958007232,0.6011125729524018,72,true,100,205,28,2.653548306937912,0.8909145991440668,10,lzf,69,43,false,94,46,435,240,9,true,true,false,true,org.apache.spark.serializer.JavaSerializer,138.126
14,26687,23,32,true,44,0.8940346108351789,0.6557990888500668,128,false,110,691,11,1.4870675455988611,0.8620071917837738,120,lzf,79,22,true,12,36,324,243,8,false,false,true,true,org.apache.spark.serializer.KryoSerializer,148.276
4,29583,48,46,false,60,0.8832341153977551,0.6516333713989008,100,false,58,146,21,4.350515407873401,0.9594016243915972,109,lzf,69,17,false,96,8,496,206,3,false,true,false,false,org.apache.spark.serializer.JavaSerializer,144.457
8,39925,29,40,false,36,0.8155700382103538,0.6493862159126279,102,true,108,841,71,3.9410704983461033,0.8838556352173498,86,lzf,88,3,true,49,56,466,21,5,false,true,false,true,org.apache.spark.serializer.KryoSerializer,159.601
1,25600,8,8,false,10,0.84271240234375,0.58026123046875,32,false,77,200,23,4.34130859375,0.75,4,lzf,86,32,true,64,123,435,120,6,true,true,true,false,org.apache.spark.serializer.JavaSerializer,164.021
1,25600,8,8,false,32,0.51812744140625,0.59698486328125,32,false,73,200,29,2.33642578125,0.75,4,lzf,66,32,true,64,110,428,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,147.055
15,33462,25,16,true,60,0.8590764213159849,0.7330372281209265,77,false,33,962,22,2.238270614334046,0.4042309473871002,30,lzf,85,100,false,34,5,366,35,4,true,true,true,false,org.apache.spark.serializer.KryoSerializer,126.661
1,25600,8,8,false,10,0.64959716796875,0.74407958984375,32,false,39,200,13,1.10888671875,0.2611083984375,4,lzf,64,32,true,64,9,491,120,5,true,true,true,false,org.apache.spark.serializer.JavaSerializer,155.862
15,33284,27,21,false,28,0.6959754924546608,0.7282016827560278,120,false,82,791,35,4.3600036157330875,0.6874755318547783,25,lzf,68,124,true,29,16,388,111,6,false,false,true,false,org.apache.spark.serializer.JavaSerializer,160.774
1,25600,8,8,false,10,0.57958984375,0.70361328125,106,false,127,200,31,1.37890625,0.75,25,lzf,64,32,true,64,52,419,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,167.862
11,41866,22,15,false,57,0.8347538473842138,0.7412142449660519,74,false,128,730,27,3.2446450542659617,0.7772514328933892,72,lzf,117,56,false,123,41,489,56,7,false,true,true,false,org.apache.spark.serializer.KryoSerializer,136.312
1,25600,8,35,false,10,0.6,0.765869140625,32,false,68,864,21,1.509765625,0.75,4,lzf,64,32,true,64,10,349,120,7,true,true,true,false,org.apache.spark.serializer.JavaSerializer,144.466
7,25917,22,27,true,19,0.988204934687786,0.7975547888663068,48,true,41,350,11,1.381824827431301,0.30305217177493915,15,lzf,72,124,false,95,12,130,290,5,false,false,true,false,org.apache.spark.serializer.KryoSerializer,120.37200000000001
10,35943,27,23,true,64,0.8074948913271188,0.7726573322549932,54,true,76,993,22,1.1023003736439103,0.5165337940307143,98,lzf,80,77,false,13,18,490,308,8,true,false,false,true,org.apache.spark.serializer.JavaSerializer,120.851
5,43035,28,43,true,31,0.7873153594236482,0.8162951950083008,128,true,80,964,69,4.438524741228379,0.6857716858552313,7,lzf,106,21,false,20,34,307,405,6,false,true,false,true,org.apache.spark.serializer.KryoSerializer,171.079
4,27943,39,39,true,63,0.8175893324572123,0.832125916681981,77,true,96,838,33,2.02711135928487,0.7679184550711124,64,lzf,78,63,false,107,7,467,107,9,true,true,false,true,org.apache.spark.serializer.JavaSerializer,126.741
1,37675,8,8,false,10,0.94012451171875,0.83636474609375,32,false,48,200,30,2.13427734375,0.75,4,lzf,69,106,true,64,48,433,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,259.605
14,36730,35,34,true,11,0.9147436984245064,0.8033950315355637,41,false,35,416,32,2.456166219292129,0.3309825046138867,89,lzf,78,94,true,24,22,434,327,8,false,false,true,true,org.apache.spark.serializer.KryoSerializer,132.732
1,25600,8,30,false,10,0.949737548828125,0.840545654296875,32,false,48,200,14,1.614013671875,0.20953369140625,4,lzf,68,32,true,64,36,484,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,153.35299999999998
1,25600,8,47,false,67,0.6,0.843597412109375,32,false,48,200,19,1.120849609375,0.75,4,lzf,107,32,true,64,14,469,120,8,true,true,true,false,org.apache.spark.serializer.JavaSerializer,148.496
2,33429,17,43,false,45,0.6783152432556663,0.8676906815406715,109,true,123,486,36,1.619368279971849,0.4753640718062698,49,lzf,95,60,false,71,3,464,71,6,true,true,true,true,org.apache.spark.serializer.JavaSerializer,154.447
1,25600,8,40,false,27,0.6,0.84234619140625,32,false,48,200,10,1.98681640625,0.75,4,lzf,71,31,true,64,11,354,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,164.41400000000002
1,25600,8,8,false,10,0.87615966796875,0.86126708984375,32,false,48,408,20,1.79638671875,0.75,4,lzf,64,99,true,64,19,469,120,1,true,true,true,false,org.apache.spark.serializer.JavaSerializer,148.835
1,25600,8,8,false,39,0.80853271484375,0.84149169921875,32,false,48,200,32,4.84326171875,0.75,79,lzf,64,41,true,64,4,352,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,144.936
1,35565,19,8,false,31,0.6,0.88604736328125,32,false,48,346,29,3.87060546875,0.75,4,lzf,64,32,true,64,41,486,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,201.062
4,32719,42,15,false,25,0.9867313498099636,0.8394984420176922,100,true,98,912,23,3.812487836397505,0.5418107990161374,50,lzf,79,50,true,102,27,322,95,10,false,true,true,false,org.apache.spark.serializer.KryoSerializer,146.70600000000002
9,37756,41,12,true,50,0.9168942864713372,0.7230670673944402,46,true,35,177,42,1.4559438684453962,0.1247513004578186,60,lzf,80,83,false,69,7,435,232,7,true,false,false,true,org.apache.spark.serializer.KryoSerializer,126.209
1,25600,8,8,false,92,0.933349609375,0.865478515625,32,false,48,200,17,3.673828125,0.75,4,lzf,104,89,true,64,30,477,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,163.754
12,38889,39,13,false,95,0.7374269637455425,0.8552571349142091,120,true,100,411,33,1.224417637266944,0.4944735623769894,123,lzf,101,28,false,81,4,496,420,3,false,false,false,false,org.apache.spark.serializer.KryoSerializer,138.064
16,28630,48,33,true,36,0.9900046869482658,0.8632186000541668,8,true,70,469,42,2.415397679599573,0.2022396608345557,88,lzf,76,55,true,38,20,372,248,9,true,false,false,true,org.apache.spark.serializer.KryoSerializer,125.414
14,36953,9,45,true,82,0.9729704294393082,0.8048560981795855,75,true,114,736,45,3.622277103626813,0.9686248251127454,74,lzf,84,118,true,15,5,369,267,5,false,true,true,false,org.apache.spark.serializer.JavaSerializer,117.98299999999999
9,43829,38,23,true,47,0.9817084655923743,0.6345424627625038,90,true,113,441,17,4.1373789588335255,0.9522664907290856,4,lzf,71,121,false,53,3,133,433,9,false,false,false,false,org.apache.spark.serializer.JavaSerializer,161.10399999999998
6,30349,23,25,true,45,0.8871225353688786,0.6222300530300791,12,true,106,290,58,4.310627639192217,0.5663937319427492,77,lzf,84,86,true,105,6,488,351,10,false,false,false,false,org.apache.spark.serializer.JavaSerializer,158.165
2,28380,44,46,true,88,0.9590425777624852,0.8577554955431729,22,true,80,300,55,2.908569114347469,0.9346681927376485,43,lzf,85,18,true,52,14,391,84,3,false,true,false,true,org.apache.spark.serializer.JavaSerializer,169.69099999999997
1,25600,8,8,false,36,0.6,0.88330078125,32,false,48,552,50,1.26953125,0.75,4,lzf,64,90,true,64,2,404,451,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,153.51
4,33613,48,35,true,52,0.9499256957932196,0.6602332713635,18,true,44,938,68,1.3295311926930422,0.9733960520600284,36,lzf,119,82,true,82,12,224,311,5,true,false,false,true,org.apache.spark.serializer.JavaSerializer,100.17
1,25600,8,8,false,73,0.6,0.749237060546875,32,false,90,200,11,1.5,0.99737548828125,4,lzf,65,116,true,64,21,50,482,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,152.264
2,32784,46,22,true,14,0.9026659795494786,0.7022722737031698,15,true,12,771,95,1.2357217534324991,0.987047883018484,32,lzf,110,92,true,126,40,279,206,7,false,false,false,true,org.apache.spark.serializer.JavaSerializer,172.084
13,30797,48,18,false,15,0.7742347491096666,0.8871644689086633,6,false,119,405,51,2.5179304523103285,0.8054426840653645,92,lzf,98,96,false,40,30,308,344,3,false,false,true,true,org.apache.spark.serializer.JavaSerializer,149.304
12,37843,26,44,false,48,0.7195927653103905,0.7645633033627355,99,false,68,967,60,1.1936321587412106,0.8866806861717419,119,lzf,122,87,false,37,32,418,341,5,true,false,true,true,org.apache.spark.serializer.KryoSerializer,110.734
2,25792,48,36,true,12,0.6892741572011163,0.8097357866856119,27,true,33,425,72,2.7922834812552986,0.28996325030622017,8,lzf,87,102,false,53,11,284,211,10,true,true,true,false,org.apache.spark.serializer.KryoSerializer,137.322
12,39979,28,20,false,71,0.8662424858663053,0.7534535497195884,110,true,52,891,73,3.015268681620518,0.9527253525990416,68,lzf,113,64,true,94,44,69,500,10,true,false,false,false,org.apache.spark.serializer.KryoSerializer,157.7
8,33116,20,16,false,70,0.7410593894952185,0.7750591758486496,38,false,58,782,83,2.0565210951671458,0.42131556919836666,68,lzf,81,123,true,65,29,441,198,6,false,true,true,true,org.apache.spark.serializer.KryoSerializer,123.447
1,26493,8,8,false,70,0.6,0.90289306640625,32,false,48,590,94,2.60400390625,0.75,4,lzf,83,121,true,64,20,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,148.26
1,26641,46,8,false,74,0.6,0.91424560546875,32,false,48,200,52,1.5,0.75,85,lzf,64,32,true,64,31,50,354,6,true,true,true,false,org.apache.spark.serializer.JavaSerializer,159.636
1,36365,8,35,false,78,0.9267730712890624,0.9163665771484376,32,false,48,200,67,3.0438232421875,0.75,4,lzf,64,97,true,64,30,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,196.479
3,27299,35,43,true,39,0.8018427014323843,0.8738489656716363,30,true,81,994,53,2.7141829380055764,0.9272928674413966,117,lzf,124,112,false,121,36,152,453,6,true,true,true,true,org.apache.spark.serializer.KryoSerializer,134.481
9,30577,35,47,true,42,0.8403378938288247,0.8104256748155474,24,true,56,975,97,1.8076956517542715,0.4772802483181523,65,lzf,113,86,true,37,23,134,248,10,false,false,true,false,org.apache.spark.serializer.JavaSerializer,170.877
9,34353,45,30,false,90,0.6378204941183077,0.8910592605158607,18,false,18,926,95,2.9816631089983248,0.8153394162231706,123,lzf,111,95,false,106,7,185,466,4,true,true,false,false,org.apache.spark.serializer.JavaSerializer,141.502
1,26690,8,43,false,61,0.6,0.9099273681640624,80,false,48,200,55,1.5,0.75,4,lzf,102,117,true,64,14,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,163.14600000000002
